"recording_id","step_id","start_time","end_time","description","has_errors","Preparation Error","error_description","Measurement Error","error_description","Order Error","error_description","Timing Error","error_description","Technique Error","error_description","Temperature Error","error_description","Missing Step","error_description","Other","error_description"
"1_19","3","1.874","33.672550798344176","Coat -Coat a 6-oz. ramekin cup with cooking spray","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","1","38.18960029568303","80.215","Pour-Pour 1 egg into the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","4","99.68395383402326","154.0604331886169","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","12","155.22224636309875","278.51800000000003","Cut -Cut the English muffin into two pieces with a knife","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","9","279.6464279716144","310.7950398047049","Line -Line the bottom piece of the English muffin with lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","11","317.2493984624482","366.80006264537747","stir-stir the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","8","367.05426889414537","421.76727535974766","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","6","421.9705121336681","486.60942312241275","Top -Top cup with 1 tablespoon of salsa","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","5","488.2519865759905","560.9354193968067","sprinkle -sprinkle 1 tablespoon of cheese on cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","10","561.0820768480188","654.4539874531835","Microwave -Microwave just until cheese melts, about 10 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","2","660.1853129530803","681.5133603051545","Place -Place the egg from the cup over the lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_19","7","685.2704141975933","690.5887141600921","replace -replace the top of the English muffin","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","12","0","101.87100000000001","Cut -Cut the English muffin into two pieces with a knife","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","3","110.207","162.013","Coat -Coat a 6-oz. ramekin cup with cooking spray","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","1","162.304","224.23968640272642","Pour-Pour 1 egg into the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","4","237.09416893111296","295.51762679791875","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","9","258.4494628487731","327.2077263987483","Line -Line the bottom piece of the English muffin with lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","11","334.99807153002627","367.51429468666475","stir-stir the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","8","368.8526148470752","420.4576481854286","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","6","393.68353755103055","468.7029116646954","Top -Top cup with 1 tablespoon of salsa","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","5","470.55751513995193","539.3589657522177","sprinkle -sprinkle 1 tablespoon of cheese on cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","10","539.7300131632012","653.3806172875323","Microwave -Microwave just until cheese melts, about 10 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","2","658.0348364748886","664.8946145866352","Place -Place the egg from the cup over the lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_20","7","665.0422096933947","671.6443194765509","replace -replace the top of the English muffin","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","3","9.803","34.444","Coat -Coat a 6-oz. ramekin cup with cooking spray","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","1","37.87136398580722","70.69321277350681","Pour-Pour 1 egg into the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","4","76.217","133.551","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","11","142.46846451803668","162.6665253104672","stir-stir the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","8","163.74856428149025","200.17720963926672","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","12","212.062","333.851","Cut -Cut the English muffin into two pieces with a knife","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","9","352.79200000000003","389.451","Line -Line the bottom piece of the English muffin with lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","6","398.501","468.536","Top -Top cup with 1 tablespoon of salsa","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","5","469.24423376700184","498.8199656416322","sprinkle -sprinkle 1 tablespoon of cheese on cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","10","502.344","568.265","Microwave -Microwave just until cheese melts, about 10 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","2","570.2345377291545","582.219","Place -Place the egg from the cup over the lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_25","7","583.9403646954465","598.0068713187463","replace -replace the top of the English muffin","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","12","4.121","40.381","Cut -Cut the English muffin into two pieces with a knife","True","1","Cut the muffin into two pieces with hand","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","3","43.843","72.451","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","1","Coat a bowl than ramekin cup with cooking spray","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","1","73.216","103.816","Pour-Pour 1 egg into the ramekin cup","True","0","None","0","None","0","None","0","None","1","Cracking the egg inappropriately","0","None","0","None","0","None"
"1_28","11","116.476","153.168","stir-stir the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","8","154.981","229.358","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","True","0","None","0","None","0","None","1","Microwave on high for 1 min","0","None","0","None","0","None","0","None"
"1_28","6","190.015","260.8","Top -Top cup with 1 tablespoon of salsa","True","0","None","1","Top the cup with 1 teaspoon of salsa","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","5","261.4458992533255","294.695","sprinkle -sprinkle 1 tablespoon of cheese on cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","9","300.045","324.53","Line -Line the bottom piece of the English muffin with lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","10","330.193","400.79","Microwave -Microwave just until cheese melts, about 10 seconds","True","0","None","0","None","0","None","1","Microwave for 30 sec","0","None","0","None","0","None","0","None"
"1_28","2","408.178","438.868","Place -Place the egg from the cup over the lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","7","439.66820009867604","445.8981931369654","replace -replace the top of the English muffin","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_28","4","None","None","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"1_30","1","3.207","45.265","Pour-Pour 1 egg into the ramekin cup","True","1","large cup instead of ramekin cup","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_30","12","49.962","86.981","Cut -Cut the English muffin into two pieces with a knife","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_30","4","96.884","122.465","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","True","0","None","0","None","0","None","1","Microwaved for 10 secs instead of 30 seconds","0","None","0","None","0","None","0","None"
"1_30","9","129.86","159.447","Line -Line the bottom piece of the English muffin with lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_30","11","165.13","194.256","stir-stir the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_30","6","197.12","252.806","Top -Top cup with 1 tablespoon of salsa","True","0","None","1","1/2  tablespoon of salsa","0","None","0","None","0","None","0","None","0","None","0","None"
"1_30","5","253.504","314.825","sprinkle -sprinkle 1 tablespoon of cheese on cup","True","0","None","0","None","0","None","0","None","1","pour directly","0","None","0","None","0","None"
"1_30","10","315.32","444.966","Microwave -Microwave just until cheese melts, about 10 seconds","True","0","None","0","None","0","None","1","Until egg is solid","0","None","0","None","0","None","0","None"
"1_30","2","445.484","453.747","Place -Place the egg from the cup over the lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_30","7","453.8","460.279","replace -replace the top of the English muffin","True","0","None","0","None","0","None","0","None","1","flipped top muffin","0","None","0","None","0","None"
"1_30","3","None","None","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"1_30","8","None","None","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"1_32","1","4.168","40.975","Pour-Pour 1 egg into the ramekin cup","True","1","Bowl instead of cup","1","Bowl instead of cup","0","None","0","None","0","None","0","None","0","None","0","None"
"1_32","12","44.615","72.013","Cut -Cut the English muffin into two pieces with a knife","True","1","hand instead of knife","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_32","4","79.47800000000001","111","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","True","0","None","0","None","0","None","1","15 instead of 30 seconds","0","None","0","None","0","None","0","None"
"1_32","11","98.863","127.186","stir-stir the ramekin cup","True","0","None","0","None","0","None","0","None","1","stir too rapidly","0","None","0","None","0","None"
"1_32","8","129.917","173.559","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_32","6","174.167","218.198","Top -Top cup with 1 tablespoon of salsa","True","0","None","1","2 instead of 1 tablespoon","0","None","0","None","0","None","0","None","0","None","0","None"
"1_32","5","220.29818270068142","258.372","sprinkle -sprinkle 1 tablespoon of cheese on cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_32","10","259.006","292.037","Microwave -Microwave just until cheese melts, about 10 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_32","9","295.887","327.745","Line -Line the bottom piece of the English muffin with lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_32","2","328.9127055246496","350.664","Place -Place the egg from the cup over the lettuce","True","0","None","0","None","1","Remove already present lettuce, place egg and then place lettuce on top of the egg","0","None","0","None","0","None","0","None","0","None"
"1_32","7","351.008","354.254","replace -replace the top of the English muffin","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_32","3","None","None","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"1_33","3","8.595","70.494","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","1","Coating a large bowl instead of 6-oz ramekin cup","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_33","1","79.569","255.707","Pour-Pour 1 egg into the ramekin cup","True","0","None","1","Cracking another egg thus making a measurement error","0","None","0","None","1","Cracking another egg thus making a measurement error","0","None","0","None","0","None"
"1_33","12","278.5853726157889","337.069","Cut -Cut the English muffin into two pieces with a knife","True","0","None","1","Cut the muffin improperly such that it results into 3 pieces","0","None","0","None","1","Cut the muffin improperly such that it results into 3 pieces","0","None","0","None","0","None"
"1_33","4","343.947","394.555","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_33","11","398.511","432.764","stir-stir the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_33","8","432.966","500.192","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_33","9","453.9597429201151","489.73104949843434","Line -Line the bottom piece of the English muffin with lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_33","5","505.875621493959","540.3806871314528","sprinkle -sprinkle 1 tablespoon of cheese on cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_33","10","541.3303678370719","604.9589751135512","Microwave -Microwave just until cheese melts, about 10 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_33","7","606.8583365247894","631.2334746356795","replace -replace the top of the English muffin","True","0","None","0","None","0","None","0","None","0","None","0","None","0","None","1","add and replace - add contents of the bowl to the lettuce and replace the top of the English muffin"
"1_33","6","None","None","Top -Top cup with 1 tablespoon of salsa","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"1_33","2","610","620","Place -Place the egg from the cup over the lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_34","1","1.3719999999999999","31.659","Pour-Pour 1 egg into the ramekin cup","True","0","None","0","None","0","None","0","None","1","Cracked egg with shell and did not clear it","0","None","0","None","0","None"
"1_34","12","40.805","83.385","Cut -Cut the English muffin into two pieces with a knife","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_34","4","87.014","149.567","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_34","11","150.39274015722512","161.876","stir-stir the ramekin cup","True","1","Stirring with knife","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_34","8","164.21938243817988","194.062","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_34","9","200.993","217.179","Line -Line the bottom piece of the English muffin with lettuce","True","0","None","0","None","0","None","0","None","1","The top piece","0","None","0","None","0","None"
"1_34","6","219.01385369974128","245.179","Top -Top cup with 1 tablespoon of salsa","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_34","5","255.88489978228725","286.39","sprinkle -sprinkle 1 tablespoon of cheese on cup","True","0","None","1","Sprinkled cheese on top of the cup without measuring it","0","None","0","None","0","None","0","None","0","None","0","None"
"1_34","10","287.29356866741904","315.925","Microwave -Microwave just until cheese melts, about 10 seconds","True","0","None","0","None","0","None","1","Did not wait for cheese to melt","0","None","0","None","0","None","0","None"
"1_34","2","316.8245453909397","332.213","Place -Place the egg from the cup over the lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_34","7","333.72377484543995","335.7721662944703","replace -replace the top of the English muffin","True","0","None","0","None","0","None","0","None","1","Replace with the bottom piece","0","None","0","None","0","None"
"1_34","3","None","None","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"1_36","3","2.512","52.325","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","1","Take a big cup instead of a 6 Oz ramekin cup.","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_36","1","53.122","145.21699999999998","Pour-Pour 1 egg into the ramekin cup","True","0","None","1","Add 2 eggs instead of 1 egg.","0","None","0","None","0","None","0","None","0","None","0","None"
"1_36","5","151.317","221.44299999999998","sprinkle -sprinkle 1 tablespoon of cheese on cup","True","0","None","1","Step performed before microwaving the egg","1","Step performed before microwaving the egg","0","None","0","None","0","None","0","None","0","None"
"1_36","12","237.201","285.053","Cut -Cut the English muffin into two pieces with a knife","True","0","None","0","None","0","None","0","None","1","Cutting into two uneven pieces.","0","None","0","None","0","None"
"1_36","8","286.8595018977654","321.903","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","True","0","None","0","None","1","Step performed after adding cheese to the cup","1","Step performed after adding cheese to the cup","0","None","0","None","0","None","0","None"
"1_36","6","322.93492467250434","365.751","Top -Top cup with 1 tablespoon of salsa","True","0","None","1","Step performed before microwaving completely for the egg to set","1","Step performed before microwaving completely for the egg to set","0","None","0","None","0","None","0","None","0","None"
"1_36","10","368.776","452.117","Microwave -Microwave just until cheese melts, about 10 seconds","True","0","None","0","None","0","None","1","Microwave more than 30 seconds.","0","None","0","None","0","None","0","None"
"1_36","9","398.09205545321043","471.96500000000003","Line -Line the bottom piece of the English muffin with lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_36","2","472.466","483.51","Place -Place the egg from the cup over the lettuce","True","1","Place the egg on other piece of English muffin instead of lettuce.","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_36","7","483.522","488.79","replace -replace the top of the English muffin","True","1","Place the other English muffin piece with lettuce on top of the egg.","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_36","10","None","None","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"1_36","11","None","None","stir-stir the ramekin cup","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"1_37","3","2.443475113605638","47.181","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","1","use mug instead of ramekin cup","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_37","1","56.075","90.923","Pour-Pour 1 egg into the ramekin cup","True","0","None","0","None","1","Step performed before correct order","0","None","0","None","0","None","0","None","0","None"
"1_37","4","94.8443532677578","183.102","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","True","0","None","0","None","0","None","1","Microwave set on power level low instead of high","0","None","1","Microwave set on power level low instead of high","0","None","0","None"
"1_37","6","185.72548013647983","254.974","Top -Top cup with 1 tablespoon of salsa","True","0","None","1","Step performed before microwaving completely until egg is almost set","1","Step performed before microwaving completely until egg is almost set","0","None","0","None","0","None","0","None","0","None"
"1_37","12","259.153","316.001","Cut -Cut the English muffin into two pieces with a knife","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_37","9","326.159","365.843","Line -Line the bottom piece of the English muffin with lettuce","True","0","None","0","None","1","Step performed after correct order","0","None","0","None","0","None","0","None","0","None"
"1_37","11","376.831","391.405","stir-stir the ramekin cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_37","8","393.138","430.408","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","True","0","None","0","None","1","Step performed after adding salsa to the bowl","1","Step performed after adding salsa to the bowl","0","None","0","None","0","None","0","None"
"1_37","5","438.837","480.076","sprinkle -sprinkle 1 tablespoon of cheese on cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_37","10","481.292","586.739","Microwave -Microwave just until cheese melts, about 10 seconds","True","0","None","0","None","0","None","1","Microwaved for 30 seconds instead of 10 seconds","0","None","0","None","0","None","0","None"
"1_37","2","588.063","595.921","Place -Place the egg from the cup over the lettuce","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_37","7","596.274","604.912","replace -replace the top of the English muffin","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_42","1","0.071","31.87","Pour-Pour 1 egg into the ramekin cup","True","1","Step performed before coating with cooking spray","0","None","1","Step performed before coating with cooking spray","0","None","0","None","0","None","0","None","0","None"
"1_42","4","33.325","122.061","Microwave-Microwave the ramekin cup uncovered on high for 30 seconds","True","0","None","0","None","1","Step performed before coating with cooking spray","1","Step performed before coating with cooking spray","0","None","1","Step performed before coating with cooking spray","0","None","0","None"
"1_42","11","62.116","136.67","stir-stir the ramekin cup","True","0","None","0","None","1","Step performed before coating with cooking spray","0","None","0","None","0","None","0","None","0","None"
"1_42","3","137.161","147.652","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","1","Step performed after adding egg, microwaving and stirring","0","None","1","Step performed after adding egg, microwaving and stirring","0","None","0","None","0","None","0","None","0","None"
"1_42","12","149.234","202.324","Cut -Cut the English muffin into two pieces with a knife","True","1","Step performed after correct order","0","None","1","Step performed after correct order","0","None","0","None","0","None","0","None","0","None"
"1_42","9","202.461","228.506","Line -Line the bottom piece of the English muffin with lettuce","True","0","None","0","None","1","Step performed after correct order","0","None","0","None","0","None","0","None","0","None"
"1_42","8","229.025","274.524","Microwave -Continue to Microwave for 15-30 more seconds or until the egg is almost set","True","0","None","0","None","0","None","0","None","1","Not checking if the egg is set or not and microwaving for only 30 seconds","0","None","0","None","0","None"
"1_42","6","246.315","291.04200000000003","Top -Top cup with 1 tablespoon of salsa","True","0","None","1","2 instead of 1 tablespoon","0","None","0","None","0","None","0","None","0","None","0","None"
"1_42","5","292.943","320.906","sprinkle -sprinkle 1 tablespoon of cheese on cup","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_42","10","321.543","354.832","Microwave -Microwave just until cheese melts, about 10 seconds","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_42","2","355.451","377.415","Place -Place the egg from the cup over the lettuce","True","0","None","0","None","1","Removing the placed lettuce on one piece of the muffin and placing egg on it and then lining it with lettuce.","0","None","0","None","0","None","0","None","0","None"
"1_42","7","378.342","383.7334159237281","replace -replace the top of the English muffin","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"1_43","3","None","None","Coat -Coat a 6-oz. ramekin cup with cooking spray","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
